"Area, Average Yield and Production of Vegetables by Area & Production, KIND, Crop, Level and Time"

"Area & Production";"KIND";"Crop";"Level";"2020";"2021";"2022";"2023";"2024"
"Production";"Summer";"Cauliflower";"Mafraq";3435.6;14133.0;5392.0;6214.0;4932.6
"Production";"Summer";"Cauliflower";"Jarash";3786.5;0.0;709.8;818.0;649.3
"Production";"Summer";"Cauliflower";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Cauliflower";"Karak";48.0;5989.3;686.0;790.5;627.5
"Production";"Summer";"Cauliflower";"Tafiela";0.0;1384.0;191.6;220.9;175.3
"Production";"Summer";"Cauliflower";"Ma'an";0.0;2689.6;648.9;747.8;593.6
"Production";"Summer";"Cauliflower";"Aqaba";0.0;0.0;85.0;98.0;77.8
"Production";"Summer";"Cauliflower";"Barn North";0.0;0.0;625.5;720.9;572.2
"Production";"Summer";"Cauliflower";"Deir Alla";0.0;2936.9;497.9;573.8;455.5
"Production";"Summer";"Cauliflower";"Barn South";2945.2;5125.9;1156.0;1332.2;1057.5
"Production";"Summer";"Cauliflower";"Ghor Safi";0.0;0.0;54.0;62.2;49.4
"Production";"Summer";"Hot pepper";"Amman";0.0;236.1;483.2;363.6;360.9
"Production";"Summer";"Hot pepper";"Balqa";0.0;0.0;234.1;176.2;174.9
"Production";"Summer";"Hot pepper";"Zarqa";156.0;211.8;251.3;189.1;187.7
"Production";"Summer";"Hot pepper";"Madaba";0.0;0.0;216.5;162.9;161.7
"Production";"Summer";"Hot pepper";"Irbid";0.0;428.5;216.4;162.8;161.7
"Production";"Summer";"Hot pepper";"Mafraq";2268.4;1273.4;3501.6;2634.9;2615.8
"Production";"Summer";"Hot pepper";"Jarash";196.9;423.0;515.5;387.9;385.1
"Production";"Summer";"Hot pepper";"Ajloun";0.0;0.0;127.9;96.2;95.5
"Production";"Summer";"Hot pepper";"Karak";0.0;1743.8;476.9;358.8;356.2
"Production";"Summer";"Hot pepper";"Tafiela";0.0;0.0;8.8;6.6;6.6
"Production";"Summer";"Hot pepper";"Ma'an";0.0;35.8;10.1;7.6;7.6
"Production";"Summer";"Hot pepper";"Aqaba";0.0;0.0;2.8;2.1;2.1
"Production";"Summer";"Hot pepper";"Barn North";74.0;502.8;1889.5;1421.8;1411.5
"Production";"Summer";"Hot pepper";"Deir Alla";0.0;1076.4;1914.1;1440.3;1429.9
"Production";"Summer";"Hot pepper";"Barn South";0.0;0.0;264.6;199.1;197.7
"Production";"Summer";"Hot pepper";"Ghor Safi";2369.4;2009.9;1313.6;988.5;981.3
"Production";"Summer";"Sweet pepper";"Amman";234.6;674.8;2537.2;4141.0;4390.0
"Production";"Summer";"Sweet pepper";"Balqa";0.0;1056.2;655.1;1069.2;1133.4
"Production";"Summer";"Sweet pepper";"Zarqa";3498.1;2302.2;1422.8;2322.2;2461.8
"Production";"Summer";"Sweet pepper";"Madaba";0.0;0.0;449.3;733.3;777.4
"Production";"Summer";"Sweet pepper";"Irbid";2385.0;943.4;1674.9;2733.7;2898.0
"Production";"Summer";"Sweet pepper";"Mafraq";1391.5;6186.2;7988.7;13038.5;13822.4
"Production";"Summer";"Sweet pepper";"Jarash";0.0;0.0;309.0;504.4;534.7
"Production";"Summer";"Sweet pepper";"Ajloun";0.0;0.0;44.9;73.3;77.7
"Production";"Summer";"Sweet pepper";"Karak";0.0;10569.8;1113.4;1817.2;1926.5
"Production";"Summer";"Sweet pepper";"Tafiela";0.0;0.0;4.4;7.2;7.7
"Production";"Summer";"Sweet pepper";"Ma'an";0.0;108.0;11.8;19.3;20.5
"Production";"Summer";"Sweet pepper";"Aqaba";192.0;0.0;221.7;361.9;383.7
"Production";"Summer";"Sweet pepper";"Barn North";3172.1;2049.9;3237.6;5284.1;5601.8
"Production";"Summer";"Sweet pepper";"Deir Alla";12625.3;13161.1;7905.4;12902.6;13678.4
"Production";"Summer";"Sweet pepper";"Barn South";5841.6;3831.2;1734.6;2831.1;3001.3
"Production";"Summer";"Sweet pepper";"Ghor Safi";0.0;0.0;305.6;498.7;528.7
"Production";"Summer";"Broad beans";"Amman";0.0;25.0;27.6;58.5;19.9
"Production";"Summer";"Broad beans";"Balqa";0.0;0.0;4.9;10.5;3.6
"Production";"Summer";"Broad beans";"Zarqa";0.0;0.0;12.8;27.0;9.2
"Production";"Summer";"Broad beans";"Madaba";0.0;1037.4;28.3;60.0;20.4
"Production";"Summer";"Broad beans";"Irbid";1913.5;962.9;78.9;167.0;56.9
"Production";"Summer";"Broad beans";"Mafraq";0.0;0.0;1.0;2.2;0.7
"Production";"Summer";"Broad beans";"Jarash";0.0;0.0;0.9;1.9;0.6
"Production";"Summer";"Broad beans";"Ajloun";0.0;0.0;20.1;42.6;14.5
"Production";"Summer";"Broad beans";"Karak";0.0;0.0;2.6;5.6;1.9
"Production";"Summer";"Broad beans";"Tafiela";57.4;0.0;1.1;2.4;0.8
"Production";"Summer";"Broad beans";"Ma'an";76.5;120.0;3.0;6.4;2.2
"Production";"Summer";"Broad beans";"Aqaba";156.0;0.0;136.9;290.0;98.8
"Production";"Summer";"Broad beans";"Barn North";0.0;0.0;27.4;58.1;19.8
"Production";"Summer";"Broad beans";"Deir Alla";0.0;106.5;49.1;104.1;35.5
"Production";"Summer";"Broad beans";"Barn South";34.6;0.0;2.0;4.2;1.4
"Production";"Summer";"Broad beans";"Ghor Safi";0.0;285.3;44.0;93.1;31.7
"Production";"Summer";"String beans";"Amman";2015.5;165.5;376.7;509.7;316.4
"Production";"Summer";"String beans";"Balqa";0.0;0.0;422.7;572.0;355.0
"Production";"Summer";"String beans";"Zarqa";0.0;0.0;0.0;0.1;0.0
"Production";"Summer";"String beans";"Madaba";0.0;0.0;61.3;82.9;51.5
"Production";"Summer";"String beans";"Irbid";0.0;0.0;134.3;181.7;112.8
"Production";"Summer";"String beans";"Mafraq";966.7;0.0;178.4;241.3;149.8
"Production";"Summer";"String beans";"Jarash";0.0;93.1;40.8;55.2;34.3
"Production";"Summer";"String beans";"Ajloun";0.0;0.0;23.0;31.1;19.3
"Production";"Summer";"String beans";"Karak";0.0;0.0;124.5;168.4;104.5
"Production";"Summer";"String beans";"Tafiela";0.0;0.0;7.1;9.6;6.0
"Production";"Summer";"String beans";"Ma'an";609.5;687.5;310.7;420.3;260.9
"Production";"Summer";"String beans";"Aqaba";0.0;0.0;133.4;180.5;112.0
"Production";"Summer";"String beans";"Barn North";0.0;294.6;405.5;548.6;340.5
"Production";"Summer";"String beans";"Deir Alla";192.1;2027.0;584.7;791.2;491.1
"Production";"Summer";"String beans";"Barn South";0.0;0.0;65.1;88.1;54.7
"Production";"Summer";"String beans";"Ghor Safi";1132.5;1737.7;775.0;1048.6;650.9
"Production";"Summer";"Peas";"Amman";0.0;7.9;98.1;179.3;47.9
"Production";"Summer";"Peas";"Balqa";0.0;0.0;0.6;1.1;0.3
"Production";"Summer";"Peas";"Zarqa";0.0;0.0;0.2;0.4;0.1
"Production";"Summer";"Peas";"Madaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Peas";"Irbid";854.5;0.0;93.8;171.5;45.8
"Production";"Summer";"Peas";"Mafraq";0.0;13.9;9.3;17.1;4.6
"Production";"Summer";"Peas";"Jarash";0.0;241.5;53.4;97.7;26.1
"Production";"Summer";"Peas";"Ajloun";30.3;84.2;24.8;45.3;12.1
"Production";"Summer";"Peas";"Karak";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Peas";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Peas";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Peas";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Peas";"Barn North";0.0;57.7;6.3;11.5;3.1
"Production";"Summer";"Peas";"Deir Alla";0.0;158.7;20.9;38.3;10.2
"Production";"Summer";"Peas";"Barn South";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Peas";"Ghor Safi";0.0;0.0;2.7;4.9;1.3
"Production";"Summer";"Cow-peas";"Amman";0.0;334.4;49.8;47.6;48.9
"Production";"Summer";"Cow-peas";"Balqa";0.0;0.0;86.8;83.0;85.2
"Production";"Summer";"Cow-peas";"Zarqa";0.0;94.8;54.5;52.2;53.6
"Production";"Summer";"Cow-peas";"Madaba";0.0;0.0;0.9;0.9;0.9
"Production";"Summer";"Cow-peas";"Irbid";9.6;281.9;77.5;74.2;76.2
"Production";"Summer";"Cow-peas";"Mafraq";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Cow-peas";"Jarash";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Cow-peas";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Cow-peas";"Karak";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Cow-peas";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Cow-peas";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Cow-peas";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Cow-peas";"Barn North";108.7;0.0;121.9;116.6;119.8
"Production";"Summer";"Cow-peas";"Deir Alla";24.5;0.0;55.6;53.1;54.6
"Production";"Summer";"Cow-peas";"Barn South";0.0;0.0;3.6;3.5;3.6
"Production";"Summer";"Cow-peas";"Ghor Safi";448.3;0.0;79.3;75.9;77.9
"Production";"Summer";"Jew's mallow";"Amman";0.0;0.0;4.1;3.9;3.5
"Production";"Summer";"Jew's mallow";"Balqa";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Jew's mallow";"Zarqa";399.0;379.1;68.5;65.0;58.5
"Production";"Summer";"Jew's mallow";"Madaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Jew's mallow";"Irbid";0.0;0.0;0.3;0.3;0.2
"Production";"Summer";"Jew's mallow";"Mafraq";300.0;0.0;32.3;30.6;27.6
"Production";"Summer";"Jew's mallow";"Jarash";0.0;0.0;0.4;0.4;0.3
"Production";"Summer";"Jew's mallow";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Jew's mallow";"Karak";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Jew's mallow";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Jew's mallow";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Jew's mallow";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Jew's mallow";"Barn North";3015.6;704.8;1954.8;1853.4;1668.3
"Production";"Summer";"Jew's mallow";"Deir Alla";2602.8;3801.1;3076.4;2916.9;2625.7
"Production";"Summer";"Jew's mallow";"Barn South";654.4;297.6;1919.8;1820.2;1638.5
"Production";"Summer";"Jew's mallow";"Ghor Safi";18519.3;11315.8;12822.7;12157.8;10943.8
"Production";"Summer";"Okra";"Amman";269.4;1304.9;856.3;911.0;1029.9
"Production";"Summer";"Okra";"Balqa";0.0;525.0;66.6;70.8;80.1
"Production";"Summer";"Okra";"Zarqa";0.0;51.3;7.6;8.1;9.2
"Production";"Summer";"Okra";"Madaba";0.0;1049.9;93.5;99.5;112.5
"Production";"Summer";"Okra";"Irbid";1428.2;867.3;794.2;845.0;955.3
"Production";"Summer";"Okra";"Mafraq";0.0;73.8;20.6;21.9;24.7
"Production";"Summer";"Okra";"Jarash";0.0;322.6;31.0;33.0;37.3
"Production";"Summer";"Okra";"Ajloun";9.5;0.0;12.3;13.1;14.8
"Production";"Summer";"Okra";"Karak";21.8;51.0;33.8;35.9;40.6
"Production";"Summer";"Okra";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Okra";"Ma'an";0.0;0.0;1.6;1.7;2.0
"Production";"Summer";"Okra";"Aqaba";0.0;113.5;9.1;9.7;11.0
"Production";"Summer";"Okra";"Barn North";999.8;892.9;1362.1;1449.1;1638.3
"Production";"Summer";"Okra";"Deir Alla";860.4;2024.2;1077.5;1146.4;1296.0
"Production";"Summer";"Okra";"Barn South";0.0;119.9;108.4;115.3;130.4
"Production";"Summer";"Okra";"Ghor Safi";184.8;78.7;158.7;168.9;190.9
"Production";"Summer";"Lettuce";"Amman";7435.4;3876.8;4276.3;6507.8;4657.8
"Production";"Summer";"Lettuce";"Balqa";0.0;1147.4;795.6;1210.8;866.6
"Production";"Summer";"Lettuce";"Zarqa";5.0;9768.8;3894.6;5927.0;4242.0
"Production";"Summer";"Lettuce";"Madaba";0.0;0.0;0.9;1.3;1.0
"Production";"Summer";"Lettuce";"Irbid";0.0;751.7;217.0;330.2;236.3
"Production";"Summer";"Lettuce";"Mafraq";0.0;525.0;775.3;1179.9;844.5
"Production";"Summer";"Lettuce";"Jarash";956.2;1355.1;1051.0;1599.4;1144.7
"Production";"Summer";"Lettuce";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Lettuce";"Karak";0.0;0.0;452.6;688.7;492.9
"Production";"Summer";"Lettuce";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Lettuce";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Lettuce";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Lettuce";"Barn North";0.0;0.0;960.1;1461.0;1045.7
"Production";"Summer";"Lettuce";"Deir Alla";4036.7;777.8;4532.4;6897.6;4936.7
"Production";"Summer";"Lettuce";"Barn South";1942.1;4554.9;1064.8;1620.5;1159.8
"Production";"Summer";"Lettuce";"Ghor Safi";0.0;0.0;2.6;3.9;2.8
"Production";"Summer";"Sweet melon";"Amman";197.0;4009.8;3686.8;2638.2;2304.1
"Production";"Summer";"Sweet melon";"Balqa";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Sweet melon";"Zarqa";371.0;5735.2;4034.9;2887.3;2521.7
"Production";"Summer";"Sweet melon";"Madaba";0.0;0.0;1923.3;1376.3;1202.0
"Production";"Summer";"Sweet melon";"Irbid";0.0;230.8;461.2;330.0;288.2
"Production";"Summer";"Sweet melon";"Mafraq";613.0;2426.1;5069.3;3627.5;3168.1
"Production";"Summer";"Sweet melon";"Jarash";0.0;257.9;716.9;513.0;448.0
"Production";"Summer";"Sweet melon";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Sweet melon";"Karak";16508.6;14661.9;13548.7;9695.2;8467.5
"Production";"Summer";"Sweet melon";"Tafiela";5725.8;636.0;3005.0;2150.3;1878.0
"Production";"Summer";"Sweet melon";"Ma'an";1619.0;4234.8;2767.3;1980.2;1729.5
"Production";"Summer";"Sweet melon";"Aqaba";570.0;28846.8;14661.9;10491.8;9163.2
"Production";"Summer";"Sweet melon";"Barn North";115.5;638.4;1420.3;1016.3;887.6
"Production";"Summer";"Sweet melon";"Deir Alla";0.0;1203.7;301.7;215.9;188.6
"Production";"Summer";"Sweet melon";"Barn South";800.0;726.0;1792.6;1282.8;1120.3
"Production";"Summer";"Sweet melon";"Ghor Safi";26210.8;28601.9;24620.4;17617.9;15387.0
"Production";"Summer";"Water melon";"Amman";1300.0;8689.8;6429.0;4961.9;3319.3
"Production";"Summer";"Water melon";"Balqa";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Water melon";"Zarqa";80.0;690.0;1434.1;1106.8;740.4
"Production";"Summer";"Water melon";"Madaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Water melon";"Irbid";0.0;683.0;205.9;158.9;106.3
"Production";"Summer";"Water melon";"Mafraq";5587.0;4198.6;10030.6;7741.6;5178.7
"Production";"Summer";"Water melon";"Jarash";0.0;427.4;147.6;114.0;76.2
"Production";"Summer";"Water melon";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Water melon";"Karak";11796.2;19320.2;9328.4;7199.7;4816.2
"Production";"Summer";"Water melon";"Tafiela";0.0;878.7;591.9;456.8;305.6
"Production";"Summer";"Water melon";"Ma'an";13065.5;13500.0;17152.3;13238.1;8855.6
"Production";"Summer";"Water melon";"Aqaba";43494.5;30917.4;39220.1;30270.1;20249.2
"Production";"Summer";"Water melon";"Barn North";2516.7;556.8;793.2;612.2;409.5
"Production";"Summer";"Water melon";"Deir Alla";0.0;0.0;1.3;1.0;0.7
"Production";"Summer";"Water melon";"Barn South";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Water melon";"Ghor Safi";6378.9;15931.8;14934.2;11526.2;7710.5
"Production";"Summer";"Spinach";"Amman";0.0;0.0;40.0;47.2;39.2
"Production";"Summer";"Spinach";"Balqa";0.0;3574.5;120.8;142.7;118.3
"Production";"Summer";"Spinach";"Zarqa";766.5;225.0;343.0;405.3;336.0
"Production";"Summer";"Spinach";"Madaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Spinach";"Irbid";280.0;0.0;30.5;36.1;29.9
"Production";"Summer";"Spinach";"Mafraq";1221.0;0.0;382.2;451.6;374.5
"Production";"Summer";"Spinach";"Jarash";0.0;0.0;0.2;0.2;0.2
"Production";"Summer";"Spinach";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Spinach";"Karak";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Spinach";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Spinach";"Ma'an";0.0;0.0;1.0;1.2;1.0
"Production";"Summer";"Spinach";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Spinach";"Barn North";469.7;1265.1;142.3;168.1;139.4
"Production";"Summer";"Spinach";"Deir Alla";0.0;1149.0;55.0;65.0;53.9
"Production";"Summer";"Spinach";"Barn South";455.2;0.0;178.4;210.8;174.8
"Production";"Summer";"Spinach";"Ghor Safi";1436.8;204.9;153.1;180.9;150.0
"Production";"Summer";"Onion green";"Amman";0.0;0.0;63.5;76.8;61.7
"Production";"Summer";"Onion green";"Balqa";0.0;0.0;0.4;0.5;0.4
"Production";"Summer";"Onion green";"Zarqa";380.0;8.8;95.2;115.2;92.5
"Production";"Summer";"Onion green";"Madaba";0.0;0.0;46.2;55.9;44.9
"Production";"Summer";"Onion green";"Irbid";915.9;789.3;433.5;524.5;421.2
"Production";"Summer";"Onion green";"Mafraq";1009.3;756.1;185.2;224.1;179.9
"Production";"Summer";"Onion green";"Jarash";0.0;35.3;13.9;16.8;13.5
"Production";"Summer";"Onion green";"Ajloun";0.0;276.7;37.6;45.5;36.6
"Production";"Summer";"Onion green";"Karak";0.0;0.0;4.5;5.5;4.4
"Production";"Summer";"Onion green";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Onion green";"Ma'an";0.0;528.0;54.2;65.6;52.7
"Production";"Summer";"Onion green";"Aqaba";0.0;0.0;96.7;117.0;94.0
"Production";"Summer";"Onion green";"Barn North";1020.1;0.0;213.0;257.7;206.9
"Production";"Summer";"Onion green";"Deir Alla";0.0;0.0;308.6;373.4;299.9
"Production";"Summer";"Onion green";"Barn South";57.8;564.5;69.0;83.5;67.0
"Production";"Summer";"Onion green";"Ghor Safi";105.0;0.0;27.8;33.6;27.0
"Production";"Summer";"Onion dry";"Amman";0.0;2715.3;3715.8;4276.3;3924.2
"Production";"Summer";"Onion dry";"Balqa";0.0;156.7;169.3;194.8;178.8
"Production";"Summer";"Onion dry";"Zarqa";0.0;0.0;389.9;448.7;411.8
"Production";"Summer";"Onion dry";"Madaba";2987.5;0.0;882.5;1015.6;932.0
"Production";"Summer";"Onion dry";"Irbid";6269.1;7770.8;6827.8;7857.6;7210.8
"Production";"Summer";"Onion dry";"Mafraq";232.5;945.0;2972.6;3421.0;3139.4
"Production";"Summer";"Onion dry";"Jarash";0.0;0.0;129.9;149.5;137.2
"Production";"Summer";"Onion dry";"Ajloun";0.0;1485.4;329.8;379.5;348.3
"Production";"Summer";"Onion dry";"Karak";117.0;45.5;4.7;0.0;5.0
"Production";"Summer";"Onion dry";"Tafiela";1680.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Onion dry";"Ma'an";3340.0;2694.6;6967.1;8018.0;7357.9
"Production";"Summer";"Onion dry";"Aqaba";11440.0;5375.0;10961.6;12615.0;11576.4
"Production";"Summer";"Onion dry";"Barn North";726.6;0.0;2694.0;3100.3;2845.1
"Production";"Summer";"Onion dry";"Deir Alla";629.4;854.5;7107.1;8179.1;7505.8
"Production";"Summer";"Onion dry";"Barn South";0.0;386.0;1243.6;1431.1;1313.3
"Production";"Summer";"Onion dry";"Ghor Safi";1308.7;1515.5;2069.2;2381.3;2185.2
"Production";"Summer";"Snake cucumber";"Amman";2207.3;1236.2;1767.8;1868.0;1236.2
"Production";"Summer";"Snake cucumber";"Balqa";0.0;0.0;3.4;3.6;2.4
"Production";"Summer";"Snake cucumber";"Zarqa";0.0;0.0;0.5;0.6;0.4
"Production";"Summer";"Snake cucumber";"Madaba";0.0;1939.3;231.2;244.3;161.7
"Production";"Summer";"Snake cucumber";"Irbid";2116.0;2422.5;2522.4;2665.4;1763.9
"Production";"Summer";"Snake cucumber";"Mafraq";0.0;92.6;22.9;24.2;16.0
"Production";"Summer";"Snake cucumber";"Jarash";0.0;0.0;0.1;0.1;0.1
"Production";"Summer";"Snake cucumber";"Ajloun";0.0;310.6;36.8;38.8;25.7
"Production";"Summer";"Snake cucumber";"Karak";285.8;1223.1;196.6;207.8;137.5
"Production";"Summer";"Snake cucumber";"Tafiela";0.0;0.0;0.5;0.6;0.4
"Production";"Summer";"Snake cucumber";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Snake cucumber";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Snake cucumber";"Barn North";0.0;12.0;165.1;174.4;115.4
"Production";"Summer";"Snake cucumber";"Deir Alla";0.0;0.0;95.8;101.2;67.0
"Production";"Summer";"Snake cucumber";"Barn South";116.5;289.5;213.0;225.1;149.0
"Production";"Summer";"Snake cucumber";"Ghor Safi";231.8;555.6;634.1;670.0;443.4
"Production";"Summer";"Turnip";"Amman";0.0;0.0;0.7;0.3;0.4
"Production";"Summer";"Turnip";"Balqa";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Turnip";"Zarqa";0.0;24.0;32.0;12.1;16.2
"Production";"Summer";"Turnip";"Madaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Turnip";"Irbid";0.0;0.0;2.1;0.8;1.0
"Production";"Summer";"Turnip";"Mafraq";0.0;0.0;1.0;0.4;0.5
"Production";"Summer";"Turnip";"Jarash";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Turnip";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Turnip";"Karak";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Turnip";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Turnip";"Ma'an";0.0;0.0;1.0;0.4;0.5
"Production";"Summer";"Turnip";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Turnip";"Barn North";0.0;389.8;16.6;6.3;8.4
"Production";"Summer";"Turnip";"Deir Alla";0.0;1071.1;8.7;3.3;4.4
"Production";"Summer";"Turnip";"Barn South";0.0;0.0;4.3;1.6;2.2
"Production";"Summer";"Turnip";"Ghor Safi";0.0;0.0;0.1;0.0;0.0
"Production";"Summer";"Carrot";"Amman";0.0;3001.1;3276.0;3122.1;2853.9
"Production";"Summer";"Carrot";"Balqa";0.0;0.0;146.9;140.0;128.0
"Production";"Summer";"Carrot";"Zarqa";0.0;437.7;707.0;673.8;615.9
"Production";"Summer";"Carrot";"Madaba";0.0;0.0;15.2;14.5;13.2
"Production";"Summer";"Carrot";"Irbid";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Carrot";"Mafraq";0.0;0.0;55.9;53.3;48.7
"Production";"Summer";"Carrot";"Jarash";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Carrot";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Carrot";"Karak";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Carrot";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Carrot";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Carrot";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Carrot";"Barn North";0.0;0.0;77.5;73.8;67.5
"Production";"Summer";"Carrot";"Deir Alla";1565.1;2050.2;2319.3;2210.3;2020.5
"Production";"Summer";"Carrot";"Barn South";1141.9;966.4;403.8;384.8;351.8
"Production";"Summer";"Carrot";"Ghor Safi";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Parsley";"Amman";0.0;0.0;81.7;117.7;86.0
"Production";"Summer";"Parsley";"Balqa";0.0;0.0;2.2;3.2;2.4
"Production";"Summer";"Parsley";"Zarqa";3512.2;30.0;1397.4;2014.0;1471.4
"Production";"Summer";"Parsley";"Madaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Parsley";"Irbid";0.0;0.0;0.1;0.1;0.1
"Production";"Summer";"Parsley";"Mafraq";417.0;2519.8;1196.3;1724.2;1259.7
"Production";"Summer";"Parsley";"Jarash";0.0;149.3;13.4;19.3;14.1
"Production";"Summer";"Parsley";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Parsley";"Karak";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Parsley";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Parsley";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Parsley";"Aqaba";0.0;0.0;41.2;59.4;43.4
"Production";"Summer";"Parsley";"Barn North";268.4;0.0;36.0;51.9;37.9
"Production";"Summer";"Parsley";"Deir Alla";778.2;0.0;80.6;116.1;84.8
"Production";"Summer";"Parsley";"Barn South";1870.0;1120.9;697.8;1005.8;734.8
"Production";"Summer";"Parsley";"Ghor Safi";56.5;0.0;5.9;8.5;6.2
"Production";"Summer";"Radish";"Amman";258.4;2931.2;91.5;80.8;56.1
"Production";"Summer";"Radish";"Balqa";0.0;0.0;8.4;7.4;5.2
"Production";"Summer";"Radish";"Zarqa";1868.2;835.6;789.9;697.3;484.0
"Production";"Summer";"Radish";"Madaba";0.0;0.0;5.5;4.9;3.4
"Production";"Summer";"Radish";"Irbid";0.0;132.0;4.9;4.3;3.0
"Production";"Summer";"Radish";"Mafraq";0.0;0.0;3.6;3.2;2.2
"Production";"Summer";"Radish";"Jarash";0.0;0.0;8.9;7.8;5.4
"Production";"Summer";"Radish";"Ajloun";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Radish";"Karak";0.0;0.0;0.9;0.8;0.6
"Production";"Summer";"Radish";"Tafiela";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Radish";"Ma'an";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Radish";"Aqaba";0.0;0.0;0.0;0.0;0.0
"Production";"Summer";"Radish";"Barn North";0.0;0.0;44.4;39.2;27.2
"Production";"Summer";"Radish";"Deir Alla";265.6;644.8;89.5;79.0;54.8
"Production";"Summer";"Radish";"Barn South";0.0;0.0;40.3;35.6;24.7
"Production";"Summer";"Radish";"Ghor Safi";0.0;0.0;2.2;1.9;1.3
"Production";"Summer";"Other Vegetables";"Amman";120.5;8073.3;3399.8;4116.0;3221.8
"Production";"Summer";"Other Vegetables";"Balqa";0.0;0.0;39.8;48.2;37.7
"Production";"Summer";"Other Vegetables";"Zarqa";78.9;413.4;400.2;484.5;379.3
"Production";"Summer";"Other Vegetables";"Madaba";0.0;0.0;9.0;10.9;8.6
"Production";"Summer";"Other Vegetables";"Irbid";7024.2;15309.2;5520.5;6683.4;5231.4
"Production";"Summer";"Other Vegetables";"Mafraq";278.1;1472.1;1388.6;1681.1;1315.9
